subject_id	O14625	O43508	O95760	P01133	P01135	P01374	P01375	P01579	P01584	P02778	P03956	P04141	P05112	P05231	P09603	P09919	P10145	P10147	P13232	P13236	P13500	P13725	P14210	P15692	P22301	P35225	P39900	P40933	P48061	P49771	P50591	P51671	P60568	P78380	P80075	P80098	Q07325	Q14116	Q16552	Q8NEV9	Q969D9	Q96PD4	Q99616	Q99731	Q9P0M4
71	498.12665999999996	351.42332999999996	0.08429	291.20315	4.30929	6.80947	11.95324	0.20334000000000002	0.18481	76.59617	237.89197000000001	0.12538	0.01193	0.95747	115.34548999999998	84.06862	4.62191	9.47302	2.11079	817.9592	271.90347	0.69401	94.25538	217.02341	5.76579	0.03655	169.80558	8.48909	154.16906	72.01264	263.21755	236.73595	0.006809999999999999	40.241659999999996	53.93172	1.0481	63.656780000000005	220.81417000000002	0.23831999999999998	6.0243199999999995	0.0538	0.63089	291.62784	145.57996	12.928989999999999
72	446.13107	314.92924	0.033889999999999997	81.81067	4.32995	11.161610000000001	10.558589999999999	0.21984	0.04741	60.2194	926.35744	0.16042	0.0265	7.29108	128.92522	138.74746000000002	3.4916	3.37874	0.40026	45.09708	254.89777999999998	0.8976	119.8997	189.02186	7.947210000000001	0.48583000000000004	256.33011	6.81035	203.91373000000002	90.29032	435.66749000000004	291.85182000000003	0.0059299999999999995	42.540209999999995	19.29932	1.39269	41.7021	153.92928	0.5692699999999999	3.48984	0.14914000000000002	0.78414	445.29375	82.25981999999999	6.50071
73	306.24055	225.13757	0.10715999999999999	131.9635	4.887519999999999	9.24164	9.13747	0.16109	0.04844	45.33613	623.41631	0.07633	0.009770000000000001	0.59038	145.56101999999998	72.59166	4.56176	3.27362	0.62559	50.12137	205.36364	1.1954	82.93183	219.87905	4.76274	0.0935	218.21368999999999	11.29365	150.45854	116.24444	307.99176	188.74111000000002	0.00688	52.99932	16.30323	1.60788	36.71114	157.33451000000002	0.68823	3.4540900000000003	0.04358	0.2224	176.80358	104.55885	15.556679999999998
74	389.43592	439.98450999999994	0.25706999999999997	197.04648999999998	3.4484	8.01043	9.8238	0.16512000000000002	0.13954	45.92172	599.02467	0.18350999999999998	0.00885	0.74907	104.26379	66.25363	4.038119999999999	3.1625799999999997	0.98685	54.012769999999996	255.18672999999998	0.6868	89.64260999999999	141.84151	4.03943		204.8846	7.14418	144.75005	131.97308999999998	315.58267	299.58326		34.138220000000004	8.936860000000001	2.0521700000000003	42.31552	250.90693	0.26865	3.4167400000000003		0.12261	549.31551	95.89666	11.39359
75	448.15944	388.49877000000004	0.14382999999999999	335.99203	3.61099	8.63713	12.33458	0.17322	0.1033	62.84672	1757.23892	0.07003999999999999	0.00915	1.09037	98.10025	112.43688999999999	4.31008	3.2584400000000002	1.2316200000000002	51.11685	254.76616	0.30105	99.02102	203.72021999999998	4.31977	10.49965	202.25149	10.07974	220.01356	83.77118	403.14367999999996	256.26577000000003	0.0122	35.3966	13.74347	1.20375	55.79688	182.99845	0.18963	8.64783	0.21151	0.57991	156.63742	140.56611	10.480780000000001
76	324.80383	281.58072000000004	0.08247	272.18667999999997	4.93075	10.56437	11.41718	0.23642	0.11962	60.50468000000001	1126.71225	0.1739	0.0104	1.5902100000000001	125.4896	113.19946999999999	6.89775	3.04852	1.14816	26.52928	229.63132000000002	1.81712	136.67225	273.50725	2.93713	3.3188699999999995	129.95428	13.391379999999998	176.5988	73.75882	299.08054	145.67223	0.01521	90.95647	38.75846	1.8539	36.48048	338.43082999999996	0.5402	5.8365599999999995	0.025910000000000002	0.5472199999999999	110.50371000000001	118.51445	10.88902
77	496.11116	324.15162999999995	0.17492	110.52901000000001	4.72359	6.69195	10.896230000000001	0.33304	0.07063	71.72399999999999	246.35629	0.15469000000000002	0.00978	2.06549	123.8463	92.63514	3.33532	5.84084	0.9984299999999999	62.692840000000004	274.08996	0.41308999999999996	88.99105	182.31956	6.51808	0.19321	265.96684	12.64706	150.23728	132.18694	476.32070999999996	350.39432999999997	0.01574	24.78985	26.90917	1.97305	56.13918	232.44277999999997	2.3997599999999997	3.81742	0.05072	0.1182	648.70069	129.47293	17.64084
78	402.89578	577.70735	0.28271999999999997	632.51165	10.66783	6.07863	11.642430000000001	0.3164	0.40569	133.00233	1446.15679	0.12070999999999998	0.01023	3.13252	139.71289	160.95401	4.69888	4.87645	1.88828	73.80832	273.07684	0.71414	134.93204	233.30084	6.52873	0.25101	350.82534	11.36149	311.80809	125.76692	473.5187	317.25267	0.006540000000000001	36.74091	59.9775	2.6228700000000003	113.03926000000001	345.46676	0.47891000000000006	6.42837	0.04342	0.7107100000000001	597.5536900000001	163.28645	21.35225
79	327.75922	360.17528	0.0725	156.23147	5.65495	4.9903900000000005	12.09978	0.28513	0.11042	51.89301	680.90787	0.09131	0.02108	2.13267	116.94215	32.99477	4.668480000000001	5.81675	0.89128	60.246359999999996	344.74692999999996	1.0443200000000001	121.52561000000001	273.79269	11.38817	0.15241	199.11047	13.47465	179.31605	140.38498	347.28305	346.99948	0.00506	73.45778	89.25657	2.16065	50.120490000000004	314.70788999999996	0.21486999999999998	5.77781	0.13116	0.0745	438.28332	90.22491	19.335929999999998
80	424.5994	362.63711	0.00793	115.0892	7.03872	8.00434	10.83198	0.18485	0.12582000000000002	52.808980000000005	372.15192	0.0877	0.01078	0.75155	98.20385	59.83185	16.88759	4.65227	0.67872	46.54596	250.32367999999997	2.71867	183.53975	185.63631999999998	3.5727	0.48933999999999994	216.36262999999997	7.5152	177.26351	107.73475	344.96008	258.21164	0.022359999999999998	308.98609	10.48667	1.2088299999999998	38.811820000000004	209.31177	0.13548	9.54815	1.84264	0.78189	307.14531	282.03484	18.282770000000003
81	345.19894	390.42315	0.07522999999999999	107.71536	4.51105	9.913030000000001	14.0371	0.1586	0.06464	54.30432	855.59647	0.12565	0.00968	1.37362	114.04895	87.50104	5.33483	6.70185	0.62224	62.64136	294.81564	0.70553	107.87088	206.07963	4.1947	0.32621999999999995	213.39737000000002	9.769689999999999	147.07985	84.99889	422.45345	357.78126000000003	0.018269999999999998	47.24025	55.55035	2.34255	37.55121	179.17288	0.23001999999999997	2.22763	0.011009999999999999	0.37026	401.89949	106.64226000000001	22.99987
82	581.04115	606.76	0.09061	425.52425999999997	5.729	12.30224	14.959320000000002	0.49418999999999996	0.11936	95.76521	1038.76933	0.22050999999999998	0.01198	1.89895	115.88781000000002	116.91053000000001	8.37763	4.37071	1.4653100000000001	69.98763000000001	301.5545	1.4812	122.74453999999999	208.54918	4.67152	0.12875	296.84002999999996	8.3012	228.03731000000002	85.04859	359.84761000000003	226.57095	0.00859	81.97174	51.2335	1.5682399999999999	101.81209	276.0402	1.09251	7.27682	0.21348000000000003	0.39038	300.12846	309.76934	33.25
83	297.4991	309.03853	0.41888000000000003	89.1186	4.56577	6.93606	10.7956	0.29753	0.06721	68.36887	210.53975	0.16280999999999998	0.02014	2.10043	117.82893	77.83801	4.46265	4.19565	0.55961	65.61031	279.45811000000003	0.69509	103.36147	187.50121000000001	8.231810000000001	0.4976	268.27634	8.654919999999999	183.79816	74.18263	367.52967	330.41132000000005	0.007490000000000001	35.56638	28.31445	1.7884200000000001	42.23125	1039.87241	0.7945399999999999	8.51896	0.1403	2.26284	516.5357799999999	1369.95206	13.87263
84	286.46803	354.96296	0.28846	151.2425	11.400730000000001	9.09063	20.4005	0.24548000000000003	0.09072999999999999	75.81527	1562.90521	0.08272	0.00928	5.07043	153.49173000000002	162.58963	8.276769999999999	6.08178	1.16489	68.28457	445.89619000000005	6.56871	204.24023	326.06626	6.98755	0.65227	255.56776000000002	10.74245	212.50885	124.95131	548.01464	218.79407999999998		206.88496999999998	24.79	2.17352	42.54251	161.67779	0.6703100000000001	4.67879	0.01694	0.43648000000000003	391.97767000000005	154.93161	19.952779999999997
85	524.24945	401.19004	0.08767	319.42696	4.5027	10.0424	12.23777	0.23768000000000003	0.13734000000000002	73.22903000000001	698.45055	0.07228	0.01094	0.99339	117.39623	34.420390000000005	4.75167	3.9254599999999997	0.84826	76.31793	217.2323	1.57419	131.59723	155.14588999999998	6.13223	0.10453	364.21272	8.47247	246.34695	86.4109	310.51376	237.71965	0.0056700000000000006	72.26218	35.881640000000004	1.4365299999999999	42.886359999999996	206.59473	0.6109399999999999	4.68884	0.16092	0.39403	295.24567	123.43881	16.9862
86	360.75439	296.0011	0.13751	344.51467	4.79636	8.590689999999999	16.519779999999997	0.1431	0.18225999999999998	47.3589	2450.78003	0.13005	0.01066	0.85511	141.75138	52.99763000000001	3.74304	4.27078	1.35391	76.06478	128.49933000000001	1.0307899999999999	95.44325	156.48176	3.7090199999999998	0.20481999999999997	131.8724	10.87809	428.46805	70.13849	248.16287000000003	109.03321000000001	0.01789	55.09262	36.76542	0.7734800000000001	33.27698	244.18676000000002	0.25671	6.38945	0.05485	2.62975	100.61886	90.5754	11.34215
87	387.69374	356.48314	0.24425999999999998	218.14321	3.03536	7.05892	11.478480000000001	0.19608	0.08772	64.41911	792.0337400000001	0.0785	0.00941	0.9960399999999999	92.92506	45.73513	4.41697	4.10979	0.49531000000000003	43.60096	297.90943	0.97829	98.65134	164.79996	3.36073	2.9866099999999998	210.90982999999997	9.32376	195.48612	118.79802	361.85197	226.53466		64.75203	34.6099	1.3149600000000001	53.947419999999994	177.28823	0.49338000000000004	5.96456	0.06329	0.79166	189.18215	96.08505	13.2698
88	309.18804	419.15126000000004	0.18925	248.79267000000002	3.56987	6.4733	11.23753	0.18774000000000002	0.1495	65.32144	895.4403800000001	0.16309	0.01099	0.51395	109.14471999999999	66.52084	5.04663	2.76194	0.86651	43.21584	271.31474	0.74653	85.1347	169.06766000000002	4.62703	0.72858	275.31937999999997	8.96922	194.7403	71.39655	366.40481	211.83081	0.01798	57.259519999999995	30.23043	1.6460099999999998	36.38573	210.13166	0.35001	6.25871	0.1948	0.72402	195.83403	136.12559	11.47438
89	349.56736	275.82957999999996	0.22005	108.15443	10.11365	9.66108	14.45711	0.41273999999999994	0.10657	64.58416	597.13267	0.30314	0.02121	2.51938	143.45207	117.20401000000001	6.584339999999999	3.9775699999999996	1.27946	76.60755999999999	227.98392	6.572010000000001	145.53072	269.06456000000003	6.5914	0.13087000000000001	286.71877	11.413110000000001	191.54891999999998	84.30335	259.04632999999995	148.47968	0.00689	317.58595	22.71471	0.7541899999999999	78.61131	162.43617	1.45186	7.3858	0.0334	1.21937	92.32478	126.81358	23.5906
90	354.40861	303.61707	0.22464	259.10245	5.2598	8.00235	17.64764	0.14513	0.09431	69.87114	1733.10874	0.17155	0.009609999999999999	2.83795	115.05851000000001	98.62856	8.885589999999999	6.11862	3.2721	98.07048	211.42876	2.59346	154.51726000000002	191.01942	5.886369999999999	0.08711	299.80215	8.30948	159.86807	81.00979	418.95706	211.92694	0.0067	117.40156	35.91923	2.01372	74.11319	196.54113	2.3393900000000003	7.32195	0.28060999999999997	0.78693	247.70687	105.98133999999999	31.90587
91	384.50096	452.05397	0.1169	264.13106	3.69967	7.702039999999999	15.977720000000001	0.15374000000000002	0.12039000000000001	71.36941999999999	481.43649000000005	0.08383	0.00972	0.87866	106.08353000000001	90.72117	3.9479	6.49378	0.5845	51.11544	247.4483	0.2276	106.67878999999999	181.0837	5.95109	0.0524	293.48854	9.64916	197.11241	88.15482	428.08635999999996	310.82709		18.366139999999998	26.96821	1.71288	58.9305	125.69167	0.62057	6.6413	0.10654000000000001	0.28694000000000003	431.85613	121.06295	13.482270000000002
92	282.67683	348.08196	0.0899	182.53117	5.11991	7.543019999999999	12.33266	0.31916	0.1063	82.60534	741.98964	0.10382000000000001	0.0101	8.446069999999999	128.29492	75.7294	4.21767	3.35079	0.71815	37.81283	408.01615	1.54013	157.55629	178.05979	12.0975	0.81411	335.29368	10.22125	252.33702000000002	126.1288	440.59362999999996	227.33345	0.0058200000000000005	80.8846	18.71584	3.09134	71.72207	135.83942	0.58112	2.9361	0.33379000000000003	0.25472	274.72479	79.36819	9.823030000000001
93	524.79653	410.75465	0.02155	444.55823	4.38341	12.065719999999999	13.724	0.50095	0.24806999999999998	98.52538	1063.14891	0.18457	0.009309999999999999	1.18113	136.63093999999998	78.46363000000001	4.93958	6.6708	1.5683	71.71253	243.54605	0.2467	90.83574	473.86273	10.296	0.25323	320.8684	9.71852	173.13481000000002	127.74072	335.99393	185.81361	0.01197	14.34216	33.40025	0.75029	75.27139	267.1675	0.52265	1.39116	0.13271	0.7437699999999999	234.91394	119.29151	11.881910000000001
94	345.01592999999997	390.77117999999996	0.046439999999999995	69.00346	5.0351099999999995	8.40685	12.0928	0.44843	0.08594	49.8056	405.92439	0.11035999999999999	0.0096	0.91086	119.82678999999999	56.402469999999994	3.24207	3.59375	0.2526	52.54158	265.26333999999997	0.96421	97.33213	156.86664	4.89633		132.23957	8.077639999999999	143.54245	95.4883	382.00007999999997	308.38251	0.01236	94.89531	26.37326	1.42604	40.048790000000004	197.46171	0.27336	5.611190000000001		0.19841	196.59573999999998	118.16835	21.49705
95	313.14326	404.75401	0.08698	224.47532	4.60492	10.28937	19.20838	0.29214	0.16243	77.37289	363.56469	0.18409	0.00893	3.22918	133.71229	111.80666000000001	4.306369999999999	5.42166	0.85229	65.87284	274.49553	0.87728	124.18121000000001	211.21597999999997	3.7269300000000003	17.56554	228.27525	10.89424	153.11442	73.37209	460.56403	212.9616	0.01744	38.010940000000005	51.296240000000004	2.26157	49.30556	258.29362000000003	0.39371999999999996	0.81745	0.035039999999999995	0.3273	499.46462	124.94525	11.05551
96	324.97277	373.85658	0.04074	128.06448	4.28647	6.11105	10.58457	0.11307	0.08108	43.763709999999996	474.7795	0.051019999999999996	0.00979	1.09497	116.23807	43.1967	4.40907	2.77239	0.53687	44.5697	260.94184	0.7508	137.29148	161.6894	5.01224	5.14595	273.91573	12.67711	172.16082	76.36488	407.70047	289.73444	0.01149	65.67307	30.374029999999998	0.87324	45.13798	180.63554	0.1713	2.72092	0.0679	0.05293	470.10334000000006	109.41269	6.58515
