"","ASCs..Plasmablasts.","Basophils","Bcells","CD3.Tcells","CD3CD19","CD3CD19neg","CD4Tcells","CD8Tcells","Classical_Monocytes","Intermediate_Monocytes","Monocytes","NK","NaiveCD4","NaiveCD8","Non.Classical_Monocytes","TcmCD4","TcmCD8","TemCD4","TemCD8","TemraCD4","TemraCD8","pDC"
"18",0,0.666302128173095,8.03424873562899,12.8706612045634,0.293958979028694,12.2765873895463,12.4529240677407,12.6004660635667,0.552868871011303,0.539034702970754,0.956800118051576,8.22909758457823,12.8706612045634,12.3445036965256,0.396159489073155,12.6004660635667,1.63273352595054,6.79195729189963,3.69410014679971,1.94373382963453,2.66698377006666,0.376290383337052
"19",1.6794237981126,0.946356571633634,13.3378621453432,12.4993406560961,0.172487515510134,13.5202756436957,13.3378621453432,13.1774622077426,13.3378621453432,0.709290635723358,13.5202756436957,9.40800061164331,9.49789773108412,8.12436949607905,2.15055967657538,3.94120023334749,2.71572754352693,4.30370769847756,3.97351943968502,0.951587794814754,2.89859534152415,0.851199338593294
"20",0.39,1.262366821,6.659903679,34.67859851,0,31.56020568,16.78937521,9.512780235,17.48163254,0,21.39916205,3.969545853,1.402371014,5.011166693,1.160404434,4.263528778,0.622125838,10.62660287,2.694757218,0.172611453,1.12339778,0.819063343
"21",0.19,0.876152917,12.82342225,34.36630133,0.789033427,25.16676654,12.33923621,5.347436775,14.57275327,0.527674958,15.22664525,3.446107034,1.580475035,1.153518707,1.759672034,2.80453928,0.187129831,7.077785663,2.794198267,0.657575075,1.158335069,1.195732703
"22",0.370722275148167,1.29395897902869,11.9355890276437,13.2104308745725,0.910732661902913,10.9667794009646,12.9919536687849,13.0908722815643,11.7689443520365,0.260627908126699,11.9355890276437,3.63749432520631,10.5783670300219,8.05947966489564,0.716332480287987,7.8761178480588,0.569491091958716,8.05055067162817,3.35895882583233,0.364012053558615,4.26183165875214,0.504874589398464
"23",0.745882688902259,1.1583370271671,11.8779570041767,13.1601755443701,0.562669826102702,13.1601755443701,12.7879641663767,12.6564693322816,10.4182785110478,0.0328061450832415,11.7041206533082,6.94362835190819,11.1900110596255,9.08694825897942,1.04194382997017,9.61415032326687,1.50029217673417,7.66534302403979,5.67047213886299,1.05032755355842,4.23733426383753,1.22032995487956
"24",0.5489297694764,1.08882003329859,10.9425277006604,12.8395756357685,0.695102985640479,12.8580103384379,13.5339805991691,12.8580103384379,10.5889047964864,0,11.5201599700739,6.14261765544658,10.1508794953875,6.4645702545002,1.45890690685087,9.54350554982135,1.19534759832222,8.62435316869193,4.54355774723834,0.855989697308481,4.14323013477689,1.02715405150373
"25",0.848798181244189,0.683471892855227,11.7260895544556,12.6653336962859,1.08406426478847,13.4709985384281,14.1714891079473,12.4578340870649,15.2340181527493,0.36513259345253,13.4709985384281,5.91494715047958,4.43055290956901,6.80318828157054,2.45628048151073,5.88937619140311,1.1407786557828,8.25201725663395,3.87401000554047,0.94335876267781,2.25610487680918,0.577247535593151
"26",1.03,0.798620898,8.697002006,66.26293078,0.033224808,18.22802839,52.89784325,12.41504866,5.532066706,0,5.532066706,11.632904,29.66131121,8.667453713,0.87664473,14.30831805,1.290729325,5.980056945,1.489533505,2.505885829,0.932337134,0.303516791
"27",2.02361021518265,0.614474282837701,11.254581052446,13.4310080913677,0.527070335512661,12.3809298918499,5.70240820818721,12.2082450291216,12.3809298918499,0.973060172804084,13.8965681661273,6.44820718097504,1.76341157447001,9.65843822516816,1.37128005402265,6.54225804976692,1.38901605968851,6.38244246251606,3.75274859140713,0.770617646656203,1.31440650755482,0.037030730944967
"29",3.51,0.790190499,7.494916267,65.44889144,0.713898244,9.288509458,14.99940533,18.5132003,15.12965332,0,16.09476484,5.036159048,7.099821018,9.146367996,0.488212412,5.59602236,1.267959864,2.087738993,4.043779571,0.0565665,3.947181393,0.382041441
"31",0.42,0.290470905,11.25817874,66.32503567,0.065958459,16.66043021,38.56709476,26.67026056,4.879023307,0,4.879023307,5.615982242,20.41076053,16.54901961,0.638021246,8.063844406,0.902066487,7.649067174,6.88230009,1.743671053,1.759103641,0.861053856
"32",1.33856703700115,0.10701824988212,12.2203360015702,12.4622246472305,0.804879608254672,13.549238140086,13.3025346873043,13.549238140086,13.3343850311762,0.462575888042204,13.549238140086,8.17838101422668,7.24838302943144,10.3085005847338,2.97654693984849,3.2127249609901,1.14012422390907,3.80694266457776,4.74362267606765,0.466757615726172,1.94410879910796,1.30217279974075
"33",0.2,0.214270903,18.14217911,49.45049881,1.07999447,21.64164919,29.03485934,16.05649379,6.441951017,0.811579845,7.651832823,11.51792503,14.69944474,4.99015045,2.008213718,7.293850655,0.936283206,5.63094717,2.680978273,1.212761791,7.159643343,0.280510564
"35",2.7593689192509,0.805705184838511,13.5420629699288,13.7322742880049,0.834306702962908,12.6108317639737,13.5420629699288,12.6108317639737,13.5420629699288,0.513995979367013,13.5420629699288,6.36595493603438,7.51879476296059,4.66840282378885,2.0679828301843,7.22069754760748,1.64339445347989,6.14714385719302,4.9028936076089,1.00575926928868,5.68605224160798,1.25096157353322
"36",0.761285273361619,0.702439104,9.686322961,63.85186458,1.187232545,12.39366591,34.31805723,21.0442628,11.2437986,0.524067847,11.2437986,6.224720511,21.39718697,13.0564215,0.550932631,7.617734576,0.755077717,4.880799452,4.405006396,0.381152649,2.63383981,0.426972789
"38",0.768925335563751,0.607862902831235,10.5423780113734,12.9276879759868,0.578214165472454,13.7721006077835,12.8727156598741,12.9276879759868,13.191281494622,0.516015147003665,13.7721006077835,7.62205181945638,12.9276879759868,12.4599346298468,2.04788732939655,6.75695655233271,0.160920188181103,4.55145449413962,1.76595900604575,0.659924558402378,0.823749360308273,0.526068811667588
"42",0.237563718317676,0.593592805864596,12.4114090318415,13.2079599396946,0.793271654498083,13.2079599396946,13.2079599396946,12.9333585239624,10.1915552485003,0.0565835283663675,10.6095832271618,8.82250391256583,12.4114090318415,9.85543070660472,1.05172011644733,6.96125288405821,1.12300395405482,6.91068469916946,5.15173707202228,1.5385381636298,3.08355378708985,0.675364312749146
"43",1.33285112207215,3.1740867785504,12.3512343735878,12.7101034220474,0.947853143387017,9.82729823964011,12.7101034220474,13.6337390653109,12.9709411676904,0.664482840364683,13.6337390653109,6.96349724390247,12.7101034220474,10.8343683352899,1.4594316186373,9.0522555688869,1.13750352374994,6.10406403179628,4.50671617937433,0.916858764699754,4.48536241970395,1.09828479572342
"44",1.66,0,15.09123053,42.90516592,1.31402421,12.66501434,22.28850335,13.87922211,22.5185887,0.584687481,23.10327618,5.689706218,7.351903703,6.940118595,1.100856899,6.180160214,0.561171405,8.073119771,3.489176684,0.523105814,2.691998613,0.539685494
"47",0.29,2.068127754,7.351865687,65.14585524,0.902390185,14.78587953,37.17175951,23.80944332,9.831072287,0.298167386,10.12923967,8.73610158,22.95618427,19.00800184,0.284081625,9.138503596,1.164159965,4.27993027,2.688239291,0.280362984,0.791619761,0.865767206
"48",1.19,0.292176144,16.75892721,47.66750943,0.034238394,20.36315693,33.68099782,12.38292833,14.95975072,0,14.95975072,12.61033259,12.85613359,7.502807421,2.57592811,9.990456687,0.993935461,6.904657571,2.384934085,3.641150972,1.501251362,0.369340285
"50",0.842375488206288,1.19282540355239,11.9496075182443,10.9598722864778,1.12167855658825,10.6090300275959,12.7629047859778,12.7629047859778,9.29774855543749,0.782408564927373,9.36130779533782,8.00564700341666,12.6824958287097,12.46344825173,1.11303366529989,9.8901183278856,1.57482812358744,6.66517955752563,4.77167433390837,1.04893364519792,4.79846532070507,0.659924558402378
"52",2.99,0.478045538,11.3871555,40.24056485,0.031141081,18.22726402,12.76919069,15.03874669,27.81183002,0.737205208,28.54903523,10.91464948,5.815297457,7.768352277,3.066498185,3.856852834,0.491370327,2.89612054,2.380945252,0,4.362446252,0.646926016
"53",1.03421571533791,0.73725410432433,13.6233402635835,13.2685602751013,0.74931972457408,12.7102625229531,12.8294284190596,13.1411555862695,13.1411555862695,0.791605724704551,12.8294284190596,6.05335031734949,12.8294284190596,7.14573858504632,1.32711247074709,8.22466255698602,1.20851725980554,7.20073189487526,3.48915754895903,0.791605724704551,6.56886816334905,1.04264433740849
